시,"사용자 성명","영향받는 사용자","이벤트 문맥",구성요소,"이벤트 이름",설명,오리진,"ip 주소"
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_phone2' for component 'auth_ldap' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_phone2' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_phone2' for component 'auth_ldap' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_phone2' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_phone1' for component 'auth_ldap' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_phone1' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_phone1' for component 'auth_ldap' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_phone1' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_department' for component 'auth_ldap' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_department' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_department' for component 'auth_ldap' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_department' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_institution' for component 'auth_ldap' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_institution' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_institution' for component 'auth_ldap' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_institution' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_idnumber' for component 'auth_ldap' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_idnumber' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_idnumber' for component 'auth_ldap' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_idnumber' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_description' for component 'auth_ldap' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_description' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_description' for component 'auth_ldap' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_description' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_lang' for component 'auth_ldap' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_lang' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_lang' for component 'auth_ldap' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_lang' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_country' for component 'auth_ldap' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_country' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_country' for component 'auth_ldap' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_country' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_city' for component 'auth_ldap' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_city' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_city' for component 'auth_ldap' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_city' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_email' for component 'auth_ldap' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_email' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_email' for component 'auth_ldap' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_email' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_lastname' for component 'auth_ldap' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_lastname' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_lastname' for component 'auth_ldap' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_lastname' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_firstname' for component 'auth_ldap' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_firstname' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_firstname' for component 'auth_ldap' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_firstname' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'ntlmsso_remoteuserformat' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'ntlmsso_type' for component 'auth_ldap' from 'Not set' to 'ntlm'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'ntlmsso_ie_fastpath' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'ntlmsso_subnet' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'ntlmsso_enabled' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'sync_suspended' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'removeuser' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'coursecreatorcontext' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'managercontext' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'create_context' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'auth_user_create' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'graceattr' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'gracelogins' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'expireattr' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'expiration_warning' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'expiration' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'changepasswordurl' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'passtype' for component 'auth_ldap' from 'Not set' to 'plaintext'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'stdchangepassword' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'forcechangepassword' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'objectclass' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'memberattribute_isdn' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'memberattribute' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'suspended_attribute' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'user_attribute' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'opt_deref' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'search_sub' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'contexts' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'user_type' for component 'auth_ldap' from 'Not set' to 'default'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bind_pw' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'bind_dn' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'preventpassindb' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'pagesize' for component 'auth_ldap' from 'Not set' to '250'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'ldapencoding' for component 'auth_ldap' from 'Not set' to 'utf-8'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'start_tls' for component 'auth_ldap' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'ldap_version' for component 'auth_ldap' from 'Not set' to '3'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'host_url' for component 'auth_ldap' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_alternatename' for component 'auth_cas' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_alternatename' for component 'auth_cas' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_alternatename' for component 'auth_cas' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_alternatename' for component 'auth_cas' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_middlename' for component 'auth_cas' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_middlename' for component 'auth_cas' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_middlename' for component 'auth_cas' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_middlename' for component 'auth_cas' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_lastnamephonetic' for component 'auth_cas' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_lastnamephonetic' for component 'auth_cas' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_lastnamephonetic' for component 'auth_cas' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_lastnamephonetic' for component 'auth_cas' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_firstnamephonetic' for component 'auth_cas' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_firstnamephonetic' for component 'auth_cas' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_firstnamephonetic' for component 'auth_cas' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_firstnamephonetic' for component 'auth_cas' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_address' for component 'auth_cas' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_address' for component 'auth_cas' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_address' for component 'auth_cas' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_address' for component 'auth_cas' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_phone2' for component 'auth_cas' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_phone2' for component 'auth_cas' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_phone2' for component 'auth_cas' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_phone2' for component 'auth_cas' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_phone1' for component 'auth_cas' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_phone1' for component 'auth_cas' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_phone1' for component 'auth_cas' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_phone1' for component 'auth_cas' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_department' for component 'auth_cas' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_department' for component 'auth_cas' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_department' for component 'auth_cas' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_department' for component 'auth_cas' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_institution' for component 'auth_cas' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_institution' for component 'auth_cas' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_institution' for component 'auth_cas' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_institution' for component 'auth_cas' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_idnumber' for component 'auth_cas' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_idnumber' for component 'auth_cas' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_idnumber' for component 'auth_cas' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_idnumber' for component 'auth_cas' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_description' for component 'auth_cas' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:51","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_description' for component 'auth_cas' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:50","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_description' for component 'auth_cas' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:50","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_description' for component 'auth_cas' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:50","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_lang' for component 'auth_cas' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:50","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_lang' for component 'auth_cas' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:50","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_lang' for component 'auth_cas' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:50","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_lang' for component 'auth_cas' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:50","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_lock_country' for component 'auth_cas' from 'Not set' to 'unlocked'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:50","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updateremote_country' for component 'auth_cas' from 'Not set' to '0'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:50","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_updatelocal_country' for component 'auth_cas' from 'Not set' to 'oncreate'.",web,0:0:0:0:0:0:0:1
"30/10/23, 13:35:50","admin lms",-,시스템,시스템,"Config log created","The user with id '2' changed the config setting 'field_map_country' for component 'auth_cas' from 'Not set' to ''.",web,0:0:0:0:0:0:0:1
